,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,SI,SI,SI,SI,SI,SI,SI,SI,LI,LI,LI,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi
(-)-Borneol,18.93805638,18.39698958,18.20971123,18.42918518,19.02369066,18.91571448,18.87190486,18.39698958,17.97781095,18.02921212,18.61713396,18.12346921,17.201546,17.4494437,17.40261505,19.1649117,17.76474556,18.3807804,17.93023859,16.62621856,17.62835802,17.27969019,17.88770393,17.23210299,16.70119873,17.07515074,16.96603488,17.98086299,18.92551179,18.21700536,18.39307269,17.78910692,17.32066916,16.92563594,17.16428613,16.81770313,18.39307269,17.80875179,17.57832279,18.64846206,18.98921025,18.57138462,18.44911678,18.10874348,18.88004148,17.78528532,18.92841771,19.1649117,18.45415147
(-)-Bremazocine,22.39023854,22.95774475,21.95506907,22.25594865,21.73124539,22.25247358,22.76801851,19.25207722,20.77255824,20.34590313,19.66777342,20.28284948,19.51618188,18.96089359,20.2303425,20.67274039,21.25977893,21.23704546,19.22184169,20.08367381,19.03644613,19.46790759,19.82297721,20.7828544,18.43237075,19.12983957,18.75233465,21.19912747,22.77258171,20.69569516,22.21991844,20.08069826,20.03354528,19.90295242,21.02545098,18.99889599,19.49019743,20.37559698,19.23813398,22.38525638,22.05332186,22.3739621,20.90841347,22.57846646,22.96644128,21.87566525,21.96375453,21.87161383,21.40216885
(-)-Isopiperitenone,21.05407147,21.58033325,21.67230677,21.74386685,21.18274296,21.59900534,18.49615246,17.95314625,17.00690444,20.73368604,17.6175268,16.61911523,16.77723849,18.3807804,19.76783326,17.63477461,20.30353018,20.36826559,20.3527305,16.67843926,19.18931362,18.47900305,18.99564301,17.29715551,16.38266594,19.74586458,18.82801891,18.42918518,20.02152762,17.1354275,19.4837731,19.69408082,19.18931362,19.27473554,19.0106925,19.44506057,19.36775237,17.0114489,17.605261,17.28385312,17.3977994,20.93436377,17.71809044,20.92016359,17.03633502,20.03354528,18.48533132,21.36528842,20.58340438
(-)-Jasmonicacid,17.14425742,21.57672972,17.05379932,17.00690444,17.33995729,21.49472968,20.1258604,17.62105985,22.38525638,16.38266594,16.90025714,19.87840094,18.06142593,17.48657469,17.4956145,16.66528162,17.04818262,16.33807946,16.88772751,17.3977994,17.57024416,18.53389434,17.25074061,16.98090144,20.4147303,17.70751566,19.72689356,17.11420103,16.44153687,16.24997991,18.3133069,16.86719424,20.16977965,18.49246504,20.2303425,17.6996631,16.83891151,18.23242849,16.55114245,16.77027819,16.0151232,16.59786836,16.70805496,17.40261505,15.99835816,18.77144294,16.98090144,18.00370808,16.83891151
(-)-Lupinine,19.78349349,20.05713442,20.02152762,19.1649117,19.71615204,21.81384516,20.27985271,20.48373327,26.36200309,19.44908857,21.00959271,25.8971404,17.9861632,24.66840549,18.37240028,18.48268255,19.35557786,18.73079944,18.55761038,24.40460487,24.00560554,24.31812916,23.9143055,24.77982482,25.219086,24.51614026,23.99582083,24.7118834,28.89838038,25.50436135,29.6228114,25.32131146,18.26313595,24.12342604,28.96258781,25.08777712,24.57219113,18.15464145,25.17375277,29.19287292,28.62383612,20.13481434,24.99108545,19.62439731,29.26154463,27.59649023,19.1114633,19.73232345,19.79927029
(-)-Menthylacetate,16.70805496,17.34578722,16.97599136,16.83128581,16.68599917,16.7632174,17.6996631,16.75602865,23.37097168,17.30146525,16.74094374,22.07864134,18.71709598,20.80402153,17.36180689,17.47235624,17.91182448,16.72738365,16.61421034,20.1258604,19.47333075,20.03354528,19.72689356,20.36194842,19.56237843,20.14470716,20.13481434,21.37503973,22.81966934,21.15366475,23.84831717,20.85996667,19.3463999,19.89416423,19.44081625,20.02818357,20.14097416,18.76347906,20.61047665,23.11615906,22.94676477,18.20971123,20.93072092,16.74094374,24.10593121,21.89425384,17.7580965,17.20732797,17.88044826
(-)-trans-Carveol,20.27985271,22.03014087,21.49115678,21.57301174,21.99585615,22.02243817,22.3739621,20.98221024,21.58033325,21.49946783,20.21272937,24.26066369,20.78560742,19.98874156,20.18408031,20.21680822,20.91163256,20.81477859,20.10338322,22.77258171,22.23539477,23.286819,20.94925211,21.37213927,23.85885246,21.40216885,21.33994199,23.90412701,23.43986555,20.84613191,24.02647486,23.16536015,21.13197661,22.17425751,25.82362386,21.59900534,22.96271859,21.03885373,21.75820422,23.71947159,22.76801851,21.65513658,21.11255318,21.87983855,23.82621833,26.38700256,21.57301174,21.96751146,21.08982498
(+)-exo-5-Hydroxycamphor,19.14520045,19.08278227,20.27985271,20.61391733,18.60611722,19.65366352,19.78349349,20.55473575,20.37845754,19.64552093,17.51534571,20.97536841,19.34342903,18.86486064,18.26951556,19.11703062,19.60400268,18.54826241,18.40572869,18.97105897,18.26313595,19.70277784,18.37011634,19.5234066,18.75804222,19.33497247,20.00661611,18.57465734,22.36968046,20.38759492,22.24001221,19.78589106,20.38759492,19.90558327,20.56776236,18.64155901,18.04945291,18.75233465,19.47333075,22.59201116,22.49667239,20.55752265,20.2108308,17.7580965,23.17092485,19.58393213,20.03694708,19.20592648,20.69569516
(+)-Ophiobolin A,18.98516702,19.53070916,18.92286051,19.21673828,19.06238381,18.98921025,19.05305769,18.76026689,16.75602865,20.6179325,21.21065991,21.50662042,17.6111505,21.60490656,21.84997816,20.7429718,20.87481436,19.25207722,22.33724813,17.35407047,17.59845588,16.8462812,18.56579343,17.77677445,19.61541526,17.64559945,16.81057148,17.51534571,17.83501777,17.98848314,16.90025714,17.75362341,17.04188883,16.8462812,16.2948396,16.22831287,17.17495603,19.43831784,18.26683632,18.47018356,18.19204978,19.31944576,18.83377771,19.94724689,19.68748146,18.24963432,19.39970209,19.21673828,20.29695382
(+/-)-6-Hydroxy-3-oxo-alpha-ionol,18.47588977,22.60952895,17.15332615,17.13118179,17.54194301,21.74795397,23.22357651,21.31809293,15.93148233,19.59017442,18.48910652,22.02243817,18.21314748,20.92016359,16.81057148,18.8481722,19.95703938,17.00155449,19.00204102,19.76006032,20.18713679,19.69677581,20.11616775,21.17167048,19.00543869,20.95637458,19.32940029,21.11631301,18.03248805,21.35295862,18.54503606,20.78968948,19.3072841,19.0678647,19.50694831,20.14097416,20.34889428,19.01738349,20.85666221,18.14747899,19.18392335,16.64937757,20.83368911,17.82342779,16.87452157,20.21962998,16.75602865,23.05148547,17.587222
(±)10(11)-EpDPA,22.90785526,23.96962175,22.39023854,22.9223431,23.89223029,25.219086,23.5959729,23.80064342,21.09661866,21.88719318,23.16536015,20.31754123,21.83866641,20.4599575,20.72395502,21.9761011,24.27081918,22.32000126,21.40216885,19.13900623,21.19008526,19.43491046,21.19912747,21.86775234,22.88499409,19.81932641,19.21673828,20.92308734,19.16170436,20.74036671,16.44153687,18.97105897,18.49246504,19.5540773,16.64937757,17.6175268,20.11967684,21.12303882,24.15729476,23.20113972,22.80159491,24.36035599,22.87868824,24.94744898,22.8506797,23.43468743,23.94760267,24.58587053,23.97269692
(±)11(12)-EET,24.94744898,25.34616313,23.17092485,25.02330748,26.47533701,27.0593956,25.13928031,25.96651454,20.14097416,24.79158748,25.76617477,23.09515673,25.01031663,23.60595959,24.15239641,25.19700654,26.23149943,25.62532013,25.20369028,22.42421658,24.28621768,22.30524771,24.07168507,24.60613778,25.94105524,23.33687242,21.83866641,23.8542454,22.9853815,24.28621768,20.35888319,21.49946783,22.04962412,21.33994199,19.49299813,20.52951643,23.29241394,24.14591475,27.11909414,26.331853,25.45883897,27.36863207,25.7979914,27.52511257,25.87149936,26.36200309,26.3971658,26.75683513,26.88290644
(±)12(13)-DiHOME,19.34858778,18.19204978,19.95037438,19.92748851,20.64150294,19.37115163,17.87633065,20.21680822,17.95314625,21.07990362,19.3072841,20.16977965,18.44266975,19.15924914,19.11364649,19.4837731,18.26683632,19.36775237,20.30353018,18.52676426,17.5323397,16.59146901,19.00204102,18.7802127,19.13220894,17.77331049,17.68056589,18.85020683,20.08917851,18.28498123,18.42002047,17.41941629,16.57498096,16.86719424,17.09373866,18.56579343,16.91237565,19.09226637,19.47756675,18.07649508,17.42488431,17.78910692,19.53070916,18.8195583,20.69569516,19.01410095,20.90004649,20.43793796,19.70011257
(±)13-HpODE,23.8542454,24.01731013,24.18127723,23.53375481,24.44068063,23.79061074,24.13937376,24.81067152,23.60595959,22.63974153,21.62447276,21.91373123,21.12303882,20.55752265,21.5186352,21.52168832,23.00405797,22.02666143,21.90152195,21.94675655,21.54698849,21.17468824,21.07728719,22.14555679,21.05407147,21.91373123,21.36124301,20.4599575,22.63221551,22.07864134,21.06168122,22.4464771,21.36528842,21.59900534,20.59401937,21.59124759,21.87566525,21.74795397,23.00405797,21.84278293,21.96375453,22.8092849,22.95207912,23.36055628,21.71297088,22.8092849,23.93592767,22.99017311,23.3421907
(±)9-HpODE,21.39261542,21.07323828,20.10728404,19.87460159,21.31039992,20.73368604,19.59606717,19.63834118,21.11631301,21.01230561,19.21468658,19.92097321,17.83775722,18.7802127,19.50995069,19.23504584,20.11967684,19.78065128,18.23890189,18.29195773,19.59301375,18.99187413,18.32666502,19.10473706,17.2246136,18.75233465,18.41630471,19.13527628,20.13741515,19.76438594,18.27208938,19.71033476,18.82801891,18.24316412,19.19967302,17.76132553,18.43860535,19.87840094,19.94724689,18.37240028,18.60611722,20.71615173,19.4245192,19.3072841,18.74590875,19.21468658,21.06168122,20.97536841,19.49299813
(−)-Epothilone A,19.67427323,19.75067326,19.65889807,19.80647831,20.05395069,20.31754123,20.83738784,19.17210555,20.34267846,20.14778255,22.06495136,20.17842931,23.36663657,22.63596148,23.65929031,22.56075782,19.37446288,22.00007757,20.4599575,24.85407241,23.25123086,20.76024233,24.48227658,23.39321889,21.86433775,23.65929031,20.43142504,22.78098253,18.72044379,21.75469104,24.61201992,20.37123023,20.99766787,26.97278663,21.69406468,26.10481805,23.53767383,23.56116688,18.73270129,18.49615246,18.44589512,20.24021641,18.83973298,20.26270812,18.38406565,18.64155901,19.30435812,20.51769509,20.30977208
(−)-nabilone,19.70011257,19.63834118,19.90295242,19.77695333,19.55717778,19.63489484,19.9238073,19.8027808,26.03276207,19.49299813,19.15138335,19.61541526,22.30082007,20.08069826,20.57379408,21.11255318,19.63834118,20.01851254,20.57687042,21.55937738,22.49667239,22.06495136,22.56075782,19.49299813,23.10441632,19.87840094,24.05670121,22.65925107,20.87864781,19.25715978,20.81745909,20.49070696,22.77776478,23.26213743,23.46926836,23.22875458,21.30698018,21.56281004,18.61713396,18.67533567,18.58428641,19.41755663,18.62430514,20.60671839,18.83973298,18.39959746,19.40951648,19.53940189,19.12011333
(1-Ribosylimidazole)-4-acetate,24.19302899,23.87442986,23.74364253,23.64521859,24.11802844,23.45493968,23.73011269,23.29241394,31.08610459,23.95358906,24.24349076,22.50468116,24.0762045,24.02647486,23.90949441,24.03293344,22.92652199,23.50187908,23.28146927,23.94183885,24.52140797,23.27219568,24.38757812,23.57056236,23.53375481,22.69961749,24.4868514,23.65929031,22.36269235,22.72882649,23.03212969,25.63203227,29.07177999,23.38256565,28.83323243,27.07572265,22.76362365,23.2377912,22.51734068,21.9761011,21.61604344,23.17092485,22.07076089,23.04689903,21.36124301,21.51075181,23.42663139,23.38256565,23.4448479
"(10E,15Z)-9,12,13-Trihydroxy-10,15-octadecadienoic acid",19.62256617,19.04969955,19.14803884,19.70011257,19.3326564,19.15138335,19.34101989,19.02051571,18.20669478,18.25426138,17.0114489,18.46756101,19.04969955,17.55891321,18.17365578,18.97105897,19.82898419,18.65533778,18.49615246,19.96534645,18.47588977,18.36737101,18.5399265,18.43860535,18.33529315,18.29195773,19.07524459,18.29833717,16.89371416,18.37677878,18.7090502,18.84556505,19.23813398,19.53070916,19.42199433,18.93805638,18.1161608,19.61028461,18.14747899,17.68976754,17.86557475,19.50995069,18.34236228,19.50694831,16.75602865,17.7408314,19.45332552,19.4969308,19.05928557
"(1H-[1,3]Oxazolo[3,4-c][1,3]oxazol-7a(7H)-ylmethoxy)methanol",26.4869384,25.43409229,25.81591,22.85948919,24.92653904,25.61606992,26.12678557,23.77506179,24.67464562,23.286819,22.20065034,21.93371006,20.10728404,21.84698544,21.84698544,20.6041039,22.42421658,22.77258171,22.56075782,20.01851254,20.05395069,20.64761908,22.24001221,20.73368604,21.04305166,20.42336303,20.85666221,21.44995068,26.87077456,21.74386685,23.12042002,24.28621768,23.55641325,21.29141508,24.16255248,25.55903107,23.08469818,20.6179325,23.94183885,23.19280034,22.32000126,24.97301107,23.57781393,24.98517989,20.76393,24.23823626,23.95358906,25.70317962,24.62926858
(1R_2S)-1-Hydroxypropane-1_2_3-tricarboxylate,18.63414877,16.0151232,18.41630471,15.94939984,19.24427233,16.15964801,16.18420261,17.80023817,17.65336288,17.83775722,20.3527305,18.79865474,18.67533567,18.84226223,20.15515529,18.28498123,17.2621727,18.37677878,18.68144684,18.08620356,20.57993478,19.03025523,20.3913047,15.96540768,22.09361144,18.26951556,21.14960135,16.94457034,18.14747899,16.32065901,16.52690678,19.03310111,20.00307278,17.73660966,17.81250584,16.81057148,17.05379932,17.41139123,17.90836151,17.07038523,17.26683295,17.891203,16.72091961,16.39053946,16.99617174,16.19930811,17.78910692,17.23210299,17.56593314
"(1R,2R,5S,8R,10R,14R)-20-hydroxy-1,2,14,18,18-pentamethyl-17-oxo-8-(prop-1-en-2-yl)pentacyclo[11.8.0.0Â?,Âaâ°.0âµ,âa.0Âaâ´,Âaâa]henicosane-5-carboxylic acid",28.03406485,27.61543964,27.50892284,27.85478747,27.36863207,27.73880991,27.82651738,26.61837431,24.44618029,27.36863207,26.47533701,25.29859694,26.16221532,25.02330748,26.2034992,26.61837431,27.07572265,27.11909414,27.07572265,26.51335353,26.17053244,25.28150313,26.2034992,27.18657006,24.28197104,27.15016305,25.28150313,25.69392471,27.09034412,26.87077456,26.59332192,27.21443881,25.33887718,26.18208227,24.57861018,26.91353909,26.81151563,26.72278697,26.81151563,26.34153643,26.4869384,27.40349007,26.68494124,27.38847163,25.72093567,26.35234606,27.11909414,27.41716626,26.91353909
"(1R,3R,7E,17beta)-17-[(2R)-6-Hydroxy-6-methyl-2-heptanyl]-2-(3-hydroxypropoxy)-9,10-secoestra-5,7-diene-1,3-diol",19.4969308,19.92986506,19.38443204,19.66219949,19.56237843,19.49299813,19.50298249,19.19967302,23.84245664,19.67055857,18.75804222,17.93947388,17.9998505,17.39388746,18.77754997,19.39348584,19.77061125,19.14520045,19.55966117,17.65336288,17.50728122,17.98086299,17.5323397,18.22135963,18.57465734,18.0251126,17.1354275,17.80500005,18.23637893,18.37240028,17.31141671,18.09580982,17.56593314,17.23210299,16.81057148,17.72559858,17.54194301,18.55497104,18.62430514,18.8903772,18.55497104,19.72689356,19.19242154,20.39764461,19.06238381,18.63036737,19.81364659,19.63834118,20.10987628
"(1R,3S,5Z)-5-[(2E)-2-{(1R,3aS,7aR)-1-[(2R,3S)-3,7-Dihydroxy-7-methyl-4-octyn-2-yl]-7a-methyloctahydro-4H-inden-4-ylidene}ethylidene]-4-methylene-1,3-cyclohexanediol",20.76936942,20.61047665,20.69927781,20.88614014,20.24021641,20.51392319,20.65782028,19.81932641,18.62430514,20.10338322,19.63834118,26.91353909,18.84226223,24.40460487,19.18392335,19.23813398,19.98579403,19.81364659,20.08917851,18.47900305,23.11298997,23.96962175,21.53403702,23.57521819,18.74590875,24.14591475,22.48805423,18.60611722,19.27132956,25.63203227,19.4059398,24.49972443,18.59884772,21.86775234,17.68976754,24.49972443,22.65159828,19.42823678,24.89103408,19.31002904,19.39660619,20.43793796,20.77893298,20.49070696,19.07201477,19.16940818,20.48373327,20.43142504,20.32226693
(1S_4S)-4-Hydroxy-3-oxocyclohexane-1-carboxylate,17.88770393,18.48268255,17.29175832,17.17495603,17.96341575,18.24963432,18.37240028,18.87682771,20.6502244,17.93947388,17.08889109,24.09441894,16.96019526,22.80159491,18.54826241,17.41139123,16.88238237,18.08620356,17.42488431,22.16962896,21.90594222,21.83214103,22.01101741,22.13366381,20.58340438,22.28603427,21.23975956,23.07199717,21.69770372,22.63974153,23.08469818,22.90785526,16.85995242,21.12303882,19.43185192,22.45862627,21.73124539,18.1510117,21.85320855,22.45862627,21.9761011,18.60305762,22.04536783,17.97358903,22.9853815,22.76362365,18.08344323,18.04945291,17.64957411
"(1S,2R,5S)-2-Isopropyl-5-methylcyclohexyl 3-oxobutanoate",25.22696416,24.85407241,25.40063273,24.76725312,27.41716626,24.52839074,24.82593402,26.60687402,21.19607572,19.89091266,21.19008526,18.03936281,19.50298249,19.07918524,18.8074101,20.30353018,22.40751779,20.47502238,18.79865474,17.99140645,17.0114489,18.96721801,17.96341575,18.90947447,19.0431442,17.220953,17.38041728,17.30146525,17.64559945,18.16617694,17.44435243,17.35769474,18.1510117,17.72559858,17.92371312,16.49859025,17.26683295,17.17495603,23.83155253,22.32000126,22.16962896,24.51614026,23.6679475,24.09441894,22.78907418,22.88499409,24.58587053,24.14591475,24.65059357
"(1S,2R,9R,11R,12R,15R)-11-hydroxy-2,6,9,15-tetramethyl-13-oxatetracyclo[10.2.1.0Â?,Âaâ°.0âµ,âa]pentadeca-4,6-diene-3,8,14-trione",20.67856717,19.9238073,23.06783107,22.61777515,19.54825729,23.31061667,18.45150553,22.96644128,20.44547639,18.16617694,18.51159229,20.21272937,19.89091266,19.09588484,19.68091477,20.3551337,21.66222644,18.00788108,18.07321423,18.29582234,17.83989861,17.07515074,18.06548782,19.30157261,17.29715551,19.13527628,17.19316762,19.19242154,23.46926836,20.1258604,23.64521859,20.32762995,16.74094374,17.02861236,19.6281342,18.32666502,17.82342779,19.02646235,20.30353018,24.04517374,23.36055628,23.00984932,20.207233,21.33994199,24.33987723,21.44294535,22.81966934,19.06518469,23.02131614
"(1S,4S,5R,9S,10R,13R,14R)-14-hydroxy-5,9-dimethyl-14-{[(3-methylbutanoyl)oxy]methyl}tetracyclo[11.2.1.0Âa,Âaâ°.0â´,âa]hexadecane-5-carboxylic acid",20.66458611,21.19607572,20.1287983,19.78349349,20.35888319,22.31162684,22.33724813,20.1287983,18.72044379,19.63201889,18.85586011,17.6996631,25.82362386,20.73051014,21.14960135,21.22135804,20.83738784,21.01230561,19.09588484,24.26066369,23.40780598,26.81151563,22.138223,18.91571448,24.26500919,19.1021059,26.30154811,22.43648044,20.53547781,19.57836204,24.26066369,20.05713442,26.87077456,26.61837431,27.6719523,24.70409886,22.32358254,24.54043888,19.3326564,19.9438865,18.91571448,22.05332186,19.81630481,19.98579403,18.58428641,20.22257204,19.5749759,21.98401075,21.54041442
"(1S,6S)-6-Aminooctahydro-1-indolizinyl acetate",19.43831784,18.24645643,18.54503606,17.22872061,20.16977965,17.32066916,17.00155449,19.32940029,20.02475847,20.66458611,20.64150294,19.19967302,21.32140843,19.80647831,21.78382872,20.34267846,19.38147069,20.53547781,20.55246494,20.92308734,20.63439782,19.09226637,21.719512,20.3551337,18.63665559,20.10338322,20.61391733,19.04047573,16.88238237,19.62256617,21.57672972,23.37097168,25.65828391,20.97206879,24.33518547,24.90436085,19.90295242,20.19447267,18.49246504,17.71068217,16.49859025,16.79064559,17.06522722,17.81250584,16.41201286,16.04866042,17.81904187,18.06142593,17.90836151
